Time;Press;Temp;Rain;WDir;Humid;SolRad  W;DirSD;WGust;WVect
2017-09-02T00:30:00;1011.93;22.04;0;230.3;53.74;0;26.42;6.5;3.65
2017-09-02T00:40:00;1011.93;22.06;0;223.3;54.34;0;24.65;7.35;4.07
2017-09-02T00:50:00;1011.93;22.04;0;219.3;54.98;0;19.33;6.49;3.75
2017-09-02T01:00:00;1011.93;22.01;0;226.6;53.49;0;20.99;7.29;4.62
2017-09-02T01:10:00;1011.93;22.01;0;219.3;54.93;0;31.43;7.73;3.58
2017-09-02T01:20:00;1010.93;21.95;0;214.1;54.08;0;32.84;6.03;3.39
2017-09-02T01:30:00;1010.93;21.93;0;223.2;54.53;0;24.19;5.31;3.38
2017-09-02T01:40:00;1010.93;21.95;0;227.1;53.76;0;18.77;7.06;4.3
2017-09-02T01:50:00;1010.93;21.93;0;222;52.01;0;23.6;6.71;3.8
2017-09-02T02:00:00;1010.93;21.9;0;218.1;52.07;0;26.55;7.84;4.16
2017-09-02T02:10:00;1010.93;21.91;0;220.7;49.47;0;24.93;5.9;3.37
2017-09-02T02:20:00;1010.93;21.87;0;216.8;52.44;0;30.27;7.29;3.88
2017-09-02T02:30:00;1010.93;21.82;0;217.7;50.92;0;29.42;5.99;3.35
2017-09-02T02:40:00;1010.93;21.83;0;214.3;52.44;0;25.46;5.8;3.26
2017-09-02T02:50:00;1010.93;21.78;0;222.3;51.79;0;29.51;5.6;3.18
2017-09-02T03:00:00;1010.93;21.76;0;219.1;53.81;0;25.86;6.63;3.53
2017-09-02T03:10:00;1009.93;21.64;0;217;52.05;0;24.88;6.07;3.86
2017-09-02T03:20:00;1009.93;21.69;0;210;49.77;0;29.08;5.83;2.88
2017-09-02T03:30:00;1009.93;21.71;0;226.5;49.73;0;24.1;5.56;3.22
2017-09-02T03:40:00;1009.93;21.63;0;201.9;50.97;0;19.78;5.98;3.33
2017-09-02T03:50:00;1009.93;21.52;0;228.1;51.63;0;23.71;6.25;3.52
2017-09-02T04:00:00;1009.93;21.43;0;206.8;52.9;0;23.53;5.87;3.11
2017-09-02T04:10:00;1009.93;21.38;0;213.6;53.05;0;20.5;5.42;3.37
2017-09-02T04:20:00;1009.93;21.41;0;200.2;54.12;0;21.87;7.45;4.22
2017-09-02T04:30:00;1009.93;21.36;0;195.2;54.16;0;16.77;7.85;4.97
2017-09-02T04:40:00;1008.93;21.22;0;199.2;54.31;0.816;23.83;9.18;4.84
2017-09-02T04:50:00;1008.93;21.11;0;194.1;55.05;4.158;18.33;8.94;6.07
2017-09-02T05:00:00;1008.93;21.09;0;189.2;56.11;9.6;15.37;10.59;6.5
2017-09-02T05:10:00;1008.93;21.13;0;181.7;57.57;19.87;12.35;10.98;7.09
2017-09-02T05:20:00;1008.93;21.12;0;191.3;56.08;26.83;15.87;11.56;7.48
2017-09-02T05:30:00;1008.93;21.04;0;197.4;59.5;30.04;20.02;11.37;7.2
2017-09-02T05:40:00;1008.93;20.85;0;188.4;61.28;52.38;13.71;11.54;8.61
2017-09-02T05:50:00;1008.93;20.72;0;176.3;61;59.35;12.34;12.11;7.92
2017-09-02T06:00:00;1008.93;20.78;0;163.4;63.19;112.6;20.26;10.31;6.48
2017-09-02T06:10:00;1007.93;21.14;0;153.5;65.06;160;29.35;9.44;5.02
2017-09-02T06:20:00;1007.93;21.29;0;160.9;69.61;76.8;25.42;8.89;5.46
2017-09-02T06:30:00;1007.93;21.26;0;170.4;70.8;61.55;15.6;12.05;8.44
2017-09-02T06:40:00;1007.93;21.24;0;190.4;68.35;41.01;16.53;12.28;7.6
2017-09-02T06:50:00;1007.93;21.23;0;196.6;64.26;61.84;19.6;10.13;7.15
2017-09-02T07:00:00;1007.93;21.35;0;185.4;63.45;251;13.11;12.61;8.56
2017-09-02T07:10:00;1007.93;21.74;0;177.2;61.81;380.1;13.1;11.54;8.42
2017-09-02T07:20:00;1007.93;21.92;0;177.7;64.73;375.4;13.84;10.39;7.23
2017-09-02T07:30:00;1007.93;21.91;0;179.4;65.02;425.8;10.5;10.81;7.86
2017-09-02T07:40:00;1007.93;21.86;0;182.8;65.98;284.3;18.73;9.37;5.74
2017-09-02T07:50:00;1007.93;22.33;0;199.6;61.35;370.4;19.02;7.06;4.53
2017-09-02T08:00:00;1007.93;22.05;0;201.3;64.32;329.7;23.81;6.9;3.9
2017-09-02T08:10:00;1007.93;22.33;0;209.5;61.85;351.5;25.18;6.75;4.13
2017-09-02T08:20:00;1007.93;22.54;0;217.4;62.31;561.1;34.78;6.88;3.56
2017-09-02T08:30:00;1008.93;22.49;0;219.5;61.44;584.8;25.75;7.29;4.18
2017-09-02T08:40:00;1008.93;22.49;0;235.7;61.34;624.9;17.49;8.27;4.95
2017-09-02T08:50:00;1008.93;22.59;0;229.3;60.56;646.1;20.59;7.76;4.26
2017-09-02T09:00:00;1008.93;22.86;0;221.8;58.9;686.6;21.95;6.51;3.81
2017-09-02T09:10:00;1008.93;22.83;0;206.7;59.46;543.5;20.24;7.44;4.26
2017-09-02T09:20:00;1007.93;22.81;0;232.5;59.9;711;19.49;7.88;5.21
2017-09-02T09:30:00;1007.93;22.42;0;255.8;60.72;801;21.17;10.2;6.08
2017-09-02T09:40:00;1007.93;22.37;0;250.5;59.51;766;21.08;11.31;6.14
2017-09-02T09:50:00;1007.93;21.91;0;263.1;57.75;772;15.46;10.43;7.82
2017-09-02T10:00:00;1007.93;21.93;0;257.6;55.93;780;14.78;10.68;7.61
2017-09-02T10:10:00;1007.93;21.98;0;262.6;55.42;797;17.46;11.78;7.2
2017-09-02T10:20:00;1008.93;22.04;0;268.6;54.83;835;16.36;10.91;6.55
2017-09-02T10:30:00;1008.93;22.28;0;276.8;52.06;901;22.08;9.18;5.23
2017-09-02T10:40:00;1008.93;22.41;0;253.4;50.72;902;18.99;9.79;6.14
2017-09-02T10:50:00;1008.93;22.38;0;262.4;48.79;827;16.35;10.33;6.53
2017-09-02T11:00:00;1008.93;23.04;0;235.3;47.74;961;21.8;9.21;5.04
2017-09-02T11:10:00;1008.93;22.96;0;250.5;46.83;1004;23.18;9.24;5.9
2017-09-02T11:20:00;1008.93;22.86;0;244.4;46.84;992;18.33;10.46;7.2
2017-09-02T11:30:00;1007.93;23.02;0;239.6;46.2;1027;19.82;12.49;6.63
2017-09-02T11:40:00;1007.93;23.1;0;240.4;44.43;964;29.56;10.39;4.87
2017-09-02T11:50:00;1008.93;22.58;0;281.9;47.27;882;30.4;9.76;4.97
2017-09-02T12:00:00;1008.93;22.81;0;298.5;45.05;1051;37.28;7.61;3.07
2017-09-02T12:10:00;1007.93;22.67;0;285.7;44.96;936;16.58;8.33;5.46
2017-09-02T12:20:00;1007.93;22.27;0;287;46.96;791;22.7;8.93;5.22
2017-09-02T12:30:00;1007.93;22.28;0;271.3;46.42;848;25.54;8.42;4.97
2017-09-02T12:40:00;1007.93;22.81;0;272.1;41.31;847;30.28;8.85;4.74
2017-09-02T12:50:00;1007.93;22.7;0;292.4;38.41;827;22.8;11.39;5.43
2017-09-02T13:00:00;1007.93;22.77;0;290.3;38.67;807;17.34;9.15;5.22
2017-09-02T13:10:00;1006.93;23.09;0;281.3;38.46;792;33.8;6.8;3.1
2017-09-02T13:20:00;1006.93;23.12;0;261.3;39.73;783;21.1;8.19;4.93
2017-09-02T13:30:00;1006.93;23.28;0;277.7;36.43;736;19.53;10.26;5.09
2017-09-02T13:40:00;1006.93;23.38;0;289.3;35.94;751;21.32;9.31;5.72
2017-09-02T13:50:00;1006.93;23.61;0;301.3;35.17;724;24.16;11.82;5.4
2017-09-02T14:00:00;1006.93;23.72;0;303.4;34.27;598.3;27.58;8.14;4.47
2017-09-02T14:10:00;1006.93;23.74;0;305.8;33.69;698.6;26.51;9.11;4.9
2017-09-02T14:20:00;1006.93;23.52;0;336.5;34.32;666.8;31.87;8.57;4.4
2017-09-02T14:30:00;1006.93;23.07;0;33;35.34;676.8;21.88;7.8;4.77
2017-09-02T14:40:00;1006.93;22.49;0;66.3;36.03;576.8;23.33;6.92;4.13
2017-09-02T14:50:00;1006.93;22.49;0;80;35.87;609.2;21.23;7.27;3.86
2017-09-02T15:00:00;1006.93;23.14;0;47.1;34.82;541.4;35.03;5.21;2.05
2017-09-02T15:10:00;1006.93;23.37;0;335.2;30.93;468.7;35.13;9.03;3.7
2017-09-02T15:20:00;1006.93;23.48;0;320.7;29.41;405.1;25.6;11.49;6.02
2017-09-02T15:30:00;1007.93;22.58;0;337.8;29.49;292.7;13.78;12.09;8.48
2017-09-02T15:40:00;1007.93;22.14;0;331.1;30.39;237;18.77;10.2;6.93
2017-09-02T15:50:00;1007.93;22.24;0;328.2;30.13;252.7;26.61;11.08;5.2
2017-09-02T16:00:00;1007.93;21.98;0;341.3;29.18;250.8;21.6;11.78;5.62
2017-09-02T16:10:00;1007.93;22;0;335.7;29.31;288.2;17.91;7.67;4.89
2017-09-02T16:20:00;1007.93;22.12;0;323.7;29.88;200;30.01;9.92;4.91
2017-09-02T16:30:00;1007.93;21.75;0;334.4;29.58;105.5;11.76;10.22;5.64
2017-09-02T16:40:00;1007.93;21.83;0;345.9;29.9;119.4;20.39;8.35;3.33
2017-09-02T16:50:00;1007.93;21.8;0;333.8;29.7;84;22.88;6.75;3.92
2017-09-02T17:00:00;1007.93;21.76;0;351.6;29.67;57.3;20.62;10.11;5.86
2017-09-02T17:10:00;1008.93;21.32;0;356.6;30.37;39.89;21.41;13.95;6.92
2017-09-02T17:20:00;1008.93;20.7;0;356.5;31.25;30.13;20.45;11.58;6.93
2017-09-02T17:30:00;1008.93;20.43;0;339.1;31.95;19.98;21.04;11.3;6.41
2017-09-02T17:40:00;1008.93;20.29;0;339.4;32.9;9.82;18.43;6.68;4.08
2017-09-02T17:50:00;1008.93;20.16;0;354.5;32.9;3.992;15.65;7.32;4
2017-09-02T18:00:00;1008.93;20.06;0;350.1;33.58;1.427;16.62;7.49;4.01
2017-09-02T18:10:00;1008.93;19.83;0;350.4;34.32;0;29.33;5.86;3.17
2017-09-02T18:20:00;1008.93;19.16;0;39;36.63;0;15.69;6.31;3.72
2017-09-02T18:30:00;1009.93;18.88;0;17.4;38.34;0;38.27;6.34;2.33
2017-09-02T18:40:00;1009.93;18.79;0;6.9;39.3;0;37.41;3.92;1.77
2017-09-02T18:50:00;1009.93;18.69;0;356.5;39.93;0;35.12;3.72;1.77
2017-09-02T19:00:00;1009.93;18.61;0;8.9;40.35;0;28.24;5.37;2.56
2017-09-02T19:10:00;1009.93;18.59;0;20.9;40.85;0;28.22;4.04;2.38
2017-09-02T19:20:00;1009.93;18.59;0;24.4;40.93;0;30.36;6.28;3.13
2017-09-02T19:30:00;1009.93;18.68;0;3.6;40.95;0;23.64;5.82;3.79
2017-09-02T19:40:00;1009.93;18.68;0;352;41.16;0;12.67;7.19;4.46
2017-09-02T19:50:00;1009.93;18.52;0;26.8;42.54;0;29.69;6.11;2.88
2017-09-02T20:00:00;1010.93;17.82;0;54.8;47.31;0;16.91;5.75;3.77
2017-09-02T20:10:00;1010.93;17.18;0;53;51.6;0;11.69;5.77;3.84
2017-09-02T20:20:00;1010.93;16.54;0;49.8;55.12;0;7.04;6.17;5.06
2017-09-02T20:30:00;1010.93;16.42;0;52.8;55.13;0;11.36;6.98;5
2017-09-02T20:40:00;1010.93;16.49;0;58.9;54.59;0;11.07;6.52;4.92
2017-09-02T20:50:00;1010.93;16.71;0;60.7;53.08;0;14.81;7.47;5.11
2017-09-02T21:00:00;1010.93;16.97;0;51.3;51.32;0;18.52;7.94;5.13
2017-09-02T21:10:00;1010.93;17.29;0;50;49.01;0;26.88;8.78;4.55
2017-09-02T21:20:00;1010.93;17.55;0;29.4;47.7;0;27.26;6.88;3.4
2017-09-02T21:30:00;1010.93;17.87;0;34.5;44.86;0;13.37;7.06;4.47
2017-09-02T21:40:00;1009.93;18.19;0;36.8;42.63;0;14.56;6.8;4.51
2017-09-02T21:50:00;1009.93;17.73;0;52.1;46.61;0;9.95;6.67;5.24
2017-09-02T22:00:00;1009.93;17.57;0;48.2;47.3;0;7.7;6.89;5.46
2017-09-02T22:10:00;1009.93;17.39;0;45;48.67;0;8.76;6.55;5.35
2017-09-02T22:20:00;1009.93;17.38;0;41.3;48.69;0;11.51;7.75;5.86
2017-09-02T22:30:00;1009.93;17.36;0;43.1;48.94;0;8.11;8.19;5.88
2017-09-02T22:40:00;1009.93;17.19;0;43;50.06;0;8.74;6.87;4.81
2017-09-02T22:50:00;1009.93;17.07;0;36;50.46;0;11.36;5.77;4.26
2017-09-02T23:00:00;1009.93;17.07;0;26.1;50.1;0;10.06;6.39;4.47
2017-09-02T23:10:00;1009.93;16.85;0;34.3;51.13;0;12.35;5.85;4.21
2017-09-02T23:20:00;1009.93;16.8;0;40.5;50.83;0;10.47;6.91;5
2017-09-02T23:30:00;1009.93;16.81;0;41.2;50.88;0;10.11;7.83;5.64
2017-09-02T23:40:00;1009.93;16.82;0;46.5;51.16;0;13.36;7.95;5.22
2017-09-02T23:50:00;1009.93;17.06;0;49.2;48.59;0;19.11;7.09;3.93
2017-09-03T00:00:00;1009.93;17.47;0;61;45.74;0;36.77;5.12;2
2017-09-03T00:10:00;1009.93;17.65;0;54.2;44.83;0;21.26;6.31;3.82
2017-09-03T00:20:00;1009.93;17.67;0;28.5;44.5;0;31.08;9.08;3.65
2017-09-03T00:30:00;1009.93;17.89;0;9;43.46;0;32.39;9.29;4.9
2017-09-03T00:40:00;1009.93;17.84;0;1.7;43.85;0;19.87;9.54;5.65
2017-09-03T00:50:00;1009.93;17.9;0;11.2;43.4;0;22.76;8.36;4.57
2017-09-03T01:00:00;1009.93;17.68;0;17.6;44.57;0;27.79;6.81;3.53
2017-09-03T01:10:00;1009.93;17.51;0;6.1;45.29;0;27.11;6.81;3.63
2017-09-03T01:20:00;1009.93;17.46;0;345.8;45.65;0;19.07;7.02;3.81
2017-09-03T01:30:00;1009.93;17.44;0;345.2;45.47;0;26.42;6.4;3.56
2017-09-03T01:40:00;1009.93;17.44;0;2.9;44.94;0;33.52;6.18;2.97
2017-09-03T01:50:00;1009.93;16.99;0;97.2;47.81;0;26.29;4.07;2.66
2017-09-03T02:00:00;1009.93;16.44;0;98;50.65;0;21.19;3.58;2.51
2017-09-03T02:10:00;1009.93;16.4;0;105.5;50.43;0;7.46;4.07;2.59
2017-09-03T02:20:00;1009.93;16.49;0;92;49.57;0;19.78;3.29;2.03
2017-09-03T02:30:00;1009.93;16.73;0;59.7;47.67;0;17.34;3.68;2.28
2017-09-03T02:40:00;1009.93;16.77;0;44.3;47.54;0;16.65;2.57;1.72
2017-09-03T02:50:00;1009.93;16.79;0;19.8;47.28;0;14.86;4.36;2.26
2017-09-03T03:00:00;1010.93;16.89;0;40.6;46.83;0;26.57;3.99;2.08
2017-09-03T03:10:00;1010.93;16.67;0;90.1;47.95;0;9.72;2.33;1.54
2017-09-03T03:20:00;1010.93;16.69;0;81.1;47.35;0;12.49;2.94;2.11
2017-09-03T03:30:00;1010.93;16.91;0;78;46.42;0;18.19;5.51;2.87
2017-09-03T03:40:00;1010.93;17.06;0;60.9;46.22;0;18.96;5.08;3.16
2017-09-03T03:50:00;1010.93;16.84;0;25.9;47.8;0;34.55;4.19;2.05
2017-09-03T04:00:00;1010.93;16.78;0;19.2;47.48;0;26.89;4.12;2.41
2017-09-03T04:10:00;1010.93;16.82;0;37.9;47.34;0;10.86;4.84;3.2
2017-09-03T04:20:00;1010.93;16.88;0;34.4;47.4;0;10.79;5;3.82
2017-09-03T04:30:00;1010.93;16.66;0;31.2;48.54;0;9.55;6.76;4.97
2017-09-03T04:40:00;1010.93;16.65;0;31.3;48.44;1.072;12.05;6.62;5.07
2017-09-03T04:50:00;1010.93;16.51;0;30.9;49.18;5.861;7.28;5.95;5.23
2017-09-03T05:00:00;1010.93;16.69;0;27;47.73;13.08;7.73;5.19;4.46
2017-09-03T05:10:00;1010.93;16.98;0;22.7;46.1;17.72;8.06;4.93;4.05
2017-09-03T05:20:00;1010.93;17.23;0;21.4;44.7;33.04;8.09;4.26;3.6
2017-09-03T05:30:00;1010.93;17.54;0;1.3;43.9;62.35;30.04;3.75;1.84
2017-09-03T05:40:00;1010.93;17.53;0;13.8;43.73;88.3;16.22;4.07;2.71
2017-09-03T05:50:00;1010.93;17.72;0;21.2;42.82;117.5;16.44;4.03;3.07
2017-09-03T06:00:00;1010.93;18.1;0;30.7;40.85;127.8;25.62;3.79;2.62
2017-09-03T06:10:00;1010.93;18.42;0;31.3;39.77;176.7;16.99;3.67;2.65
2017-09-03T06:20:00;1010.93;18.69;0;15.5;37.97;203.9;18.57;4.64;3.09
2017-09-03T06:30:00;1010.93;18.76;0;20.1;38.02;231.2;14.63;4.54;3.12
2017-09-03T06:40:00;1010.93;19.11;0;36.2;37.12;260.8;35.61;3.18;1.5
2017-09-03T06:50:00;1010.93;19.6;0;113.7;36.63;296.4;31.44;2.44;1.46
2017-09-03T07:00:00;1010.93;19.73;0;187.2;42.79;334.9;15.24;3.18;2.13
2017-09-03T07:10:00;1010.93;20.01;0;175;39.06;368.9;23.6;2.61;1.59
2017-09-03T07:20:00;1010.93;20.47;0;82;36.81;401.8;54.82;2.25;0.77
2017-09-03T07:30:00;1010.93;20.69;0;353.6;33.92;433.5;35.7;2.44;1.14
2017-09-03T07:40:00;1010.93;20.53;0;358.1;32.71;462.3;24.96;2.5;1.71
2017-09-03T07:50:00;1010.93;20.61;0;264.7;35.58;490.9;31.96;2.96;1.57
2017-09-03T08:00:00;1011.93;20.49;0;232.8;40.09;519.1;14.7;3.03;2.29
2017-09-03T08:10:00;1011.93;20.93;0;204.6;40.35;545.8;22.15;3.55;2.38
2017-09-03T08:20:00;1011.93;21;0;207.5;42.69;574.2;18.84;4.09;2.66
2017-09-03T08:30:00;1011.93;20.89;0;195.2;44.73;600.5;18.52;4.17;2.92
2017-09-03T08:40:00;1011.93;20.63;0;184.9;46.3;625.2;16.98;5.15;3.45
2017-09-03T08:50:00;1011.93;20.73;0;195.5;45.65;647.7;16.08;4.63;3.2
2017-09-03T09:00:00;1011.93;20.91;0;196.4;47.22;671;14.07;4.46;3.08
2017-09-03T09:10:00;1011.93;21.02;0;192;47.38;693.4;16.12;4.3;3.04
2017-09-03T09:20:00;1011.93;21.35;0;200;46.84;715;18.68;4.34;3.01
2017-09-03T09:30:00;1011.93;21.28;0;194.3;47.36;737;14.46;5;3.52
2017-09-03T09:40:00;1011.93;21.5;0;194;47.05;756;20.05;5.57;3.34
2017-09-03T09:50:00;1011.93;22.53;0;214.6;40.18;771;25.84;4.94;2.74
2017-09-03T10:00:00;1011.93;22.32;0;195;46.13;783;19.22;6.01;3.98
2017-09-03T10:10:00;1011.93;21.78;0;179.6;46.86;799;13.96;6.16;4.22
2017-09-03T10:20:00;1012.93;21.84;0;187.4;48.16;811;16.82;5.88;3.75
2017-09-03T10:30:00;1012.93;22.06;0;188.8;46.69;821;17.29;6.18;3.98
2017-09-03T10:40:00;1012.93;22.55;0;222.3;40.37;830;22.14;6.1;3.39
2017-09-03T10:50:00;1012.93;22.93;0;218.3;32.92;838;22.38;5.03;3.33
2017-09-03T11:00:00;1012.93;22.98;0;225.9;33.7;844;20.72;5.59;3.56
2017-09-03T11:10:00;1012.93;22.99;0;228;34.21;847;17.21;5.12;3.54
2017-09-03T11:20:00;1012.93;23.31;0;223;35.23;848;19.72;6;3.45
2017-09-03T11:30:00;1012.93;23.11;0;237.1;36.05;848;19.74;5.73;3.57
2017-09-03T11:40:00;1011.93;22.44;0;258.1;36.43;847;18.36;8.13;5.06
2017-09-03T11:50:00;1011.93;21.94;0;265.7;34.99;846;15.72;7.09;5.44
2017-09-03T12:00:00;1011.93;22.14;0;261.1;36.43;841;21.54;7.09;4.47
2017-09-03T12:10:00;1012.93;22.53;0;253.1;37.56;836;19.84;7.04;4.4
2017-09-03T12:20:00;1011.93;23.4;0;227.2;37.28;831;18.32;6.89;3.97
2017-09-03T12:30:00;1011.93;23.42;0;228.9;39.3;824;13.77;7.08;4.49
2017-09-03T12:40:00;1011.93;23.6;0;226.2;39.27;814;19.2;5.36;3.73
2017-09-03T12:50:00;1012.93;23.76;0;218.5;37.7;801;18.59;7.09;3.85
2017-09-03T13:00:00;1012.93;23.8;0;220.8;37.74;787;22.65;5.76;3.69
2017-09-03T13:10:00;1012.93;23.8;0;216.2;37.97;771;19.03;5.6;3.71
2017-09-03T13:20:00;1012.93;23.81;0;226.1;39.2;755;20.68;6;3.84
2017-09-03T13:30:00;1012.93;23.88;0;226;37.29;739;16.13;5.75;3.74
2017-09-03T13:40:00;1012.93;23.96;0;219.1;37.29;721;19.6;6.6;3.57
2017-09-03T13:50:00;1011.93;23.86;0;223.2;37.83;702;18.26;6.2;3.76
2017-09-03T14:00:00;1011.93;23.97;0;213.4;37.32;682.6;21.77;4.8;3.06
2017-09-03T14:10:00;1011.93;24.04;0;219.3;36.66;660;17.23;5;3.27
2017-09-03T14:20:00;1011.93;23.89;0;218.8;36.95;636.5;14.89;4.77;3.39
2017-09-03T14:30:00;1011.93;24.02;0;213.4;37.12;610.9;19.67;5.19;3.27
2017-09-03T14:40:00;1011.93;23.85;0;210.5;37.28;573.2;17.41;5.67;3.15
2017-09-03T14:50:00;1011.93;23.98;0;216.5;37.42;557.5;22.75;5.1;3.05
2017-09-03T15:00:00;1011.93;24.11;0;218.3;36.96;530.7;24.76;4.97;2.89
2017-09-03T15:10:00;1011.93;23.94;0;229.7;36.19;502;19.83;5.1;3.04
2017-09-03T15:20:00;1011.93;23.88;0;235.9;36.56;471.7;25.27;4.99;2.82
2017-09-03T15:30:00;1011.93;23.95;0;238.5;36.73;444.7;21.64;4.62;3.03
2017-09-03T15:40:00;1011.93;23.72;0;247.5;36.65;416.5;28.73;5.73;2.62
2017-09-03T15:50:00;1011.93;23.85;0;229.1;37;384;29.09;4.02;2.52
2017-09-03T16:00:00;1011.93;23.78;0;217.6;37.23;348.3;23.96;4.26;2.65
2017-09-03T16:10:00;1012.93;23.61;0;231.1;37.88;313.4;15.24;5.37;3.25
2017-09-03T16:20:00;1012.93;23.6;0;230.8;38.12;278.2;15.44;4.37;2.97
2017-09-03T16:30:00;1012.93;23.39;0;221;41.57;244.2;14.91;4.48;2.67
2017-09-03T16:40:00;1012.93;23.25;0;252.1;41.41;210.3;28.64;4.39;2.4
2017-09-03T16:50:00;1012.93;23.23;0;244.7;41.44;176.2;22.45;4.06;2.34
2017-09-03T17:00:00;1012.93;23.08;0;238.3;41.62;144.6;19.15;3.43;2.33
2017-09-03T17:10:00;1012.93;22.89;0;244.3;40.77;112.2;23.8;4.17;2.31
2017-09-03T17:20:00;1012.93;22.63;0;247;42.57;72.2;24.66;5;2.64
2017-09-03T17:30:00;1012.93;22.11;0;256.7;42.62;28.85;20.75;3.78;2.74
2017-09-03T17:40:00;1012.93;21.85;0;249.4;43.37;11.96;20.68;4.38;2.39
2017-09-03T17:50:00;1012.93;21.76;0;244.7;44.81;5.541;22.02;3.01;1.99
2017-09-03T18:00:00;1012.93;21.7;0;256.9;44.93;1.738;16.73;4.03;2.36
2017-09-03T18:10:00;1012.93;21.61;0;280;45.69;0;46.61;2.45;1.15
2017-09-03T18:20:00;1012.93;21.55;0;308;44.51;0;0.8;1.4;0.57
2017-09-03T18:30:00;1012.93;21.42;0;358.5;44.9;0;46.1;0.57;0.31
2017-09-03T18:40:00;1012.93;21.32;0;325.9;45.19;0;42.49;1.29;0.52
2017-09-03T18:50:00;1012.93;21.38;0;223.5;45.46;0;3.31;0.98;0.67
2017-09-03T19:00:00;1012.93;21.3;0;263.6;46.18;0;67.93;1.98;0.29
2017-09-03T19:10:00;1012.93;21.08;0;352.5;46.7;0;31.24;2.55;1.74
2017-09-03T19:20:00;1013.93;21.01;0;338.9;47.42;0;12.93;2.92;1.92
2017-09-03T19:30:00;1013.93;21;0;347;47.24;0;17.12;2.92;1.72
2017-09-03T19:40:00;1013.93;21;0;348.1;46.54;0;26.24;2.07;1.39
2017-09-03T19:50:00;1013.93;20.83;0;351.6;46.44;0;29.95;2.5;1.51
2017-09-03T20:00:00;1013.93;20.54;0;356.5;47.29;0;5.34;3.19;2.65
2017-09-03T20:10:00;1013.93;20.2;0;356.4;48.43;0;24.75;3.32;2.41
2017-09-03T20:20:00;1013.93;20.16;0;12.5;49.14;0;8.16;3.18;2.45
2017-09-03T20:30:00;1013.93;20.19;0;7.3;49.5;0;23.53;3.49;2.16
2017-09-03T20:40:00;1013.93;20.21;0;352.2;48.98;0;19.96;2.58;1.9
2017-09-03T20:50:00;1013.93;20.09;0;347.4;49.53;0;6.39;1.78;1.21
2017-09-03T21:00:00;1013.93;19.84;0;43.9;50.01;0;14.82;2.29;1.09
2017-09-03T21:10:00;1013.93;19.34;0;40.9;51.04;0;20.59;3.54;2.2
2017-09-03T21:20:00;1014.93;19.36;0;45;50.74;0;14.81;4.16;2.9
2017-09-03T21:30:00;1014.93;19.2;0;32;51.94;0;26.73;4.25;2.37
2017-09-03T21:40:00;1014.93;18.92;0;18.8;53.31;0;28.21;3.41;1.28
2017-09-03T21:50:00;1014.93;18.55;0;16.5;54.52;0;22.11;4.57;2.69
2017-09-03T22:00:00;1014.93;18.3;0;29.7;54.5;0;11.67;5.68;4.23
2017-09-03T22:10:00;1014.93;18.36;0;31.1;53.64;0;9.75;6.22;4.78
2017-09-03T22:20:00;1014.93;18.47;0;33.3;53.93;0;10.53;6.7;4.96
2017-09-03T22:30:00;1014.93;18.43;0;35.4;54.68;0;10.99;6.2;4.75
2017-09-03T22:40:00;1014.93;18.42;0;31.1;54.66;0;13.75;6.84;4.79
2017-09-03T22:50:00;1014.93;18.14;0;27.6;55.83;0;15.07;7.45;5.08
2017-09-03T23:00:00;1014.93;17.98;0;29.9;56.07;0;19.6;6.71;4.35
2017-09-03T23:10:00;1014.93;17.81;0;351.8;57;0;26.01;5.48;3
2017-09-03T23:20:00;1014.93;17.66;0;359.4;57.37;0;29.05;5.03;2.62
2017-09-03T23:30:00;1014.93;17.7;0;11.9;57.35;0;26.73;4.34;2.21
2017-09-03T23:40:00;1014.93;17.59;0;327.9;58.66;0;27.84;2.5;1.26
2017-09-03T23:50:00;1014.93;17.53;0;330.9;59.18;0;39.51;2.96;1.23
2017-09-04T00:00:00;1014.93;17.35;0;343.8;59.98;0;31.6;3.79;1.86
2017-09-04T00:10:00;1014.93;17.18;0;354.8;59.67;0;23.21;5.84;3.68
2017-09-04T00:20:00;1014.93;17.48;0;17.3;57.96;0;21.15;5.41;4.15
2017-09-04T00:30:00;1014.93;17.43;0;13.5;58.09;0;27.68;5.26;2.87
2017-09-04T00:40:00;1014.93;17.21;0;332.8;58.98;0;10.99;5.08;2.84
2017-09-04T00:50:00;1014.93;17.2;0;6.1;58.73;0;27.98;4.39;2.41
2017-09-04T01:00:00;1014.93;16.88;0;354.3;60.55;0;26.21;5.62;3.04
2017-09-04T01:10:00;1014.93;16.81;0;21.8;60.33;0;13.24;5.94;3.82
2017-09-04T01:20:00;1014.93;16.85;0;348;60.6;0;15.84;4.36;2.35
2017-09-04T01:30:00;1014.93;16.86;0;2;60.3;0;26.16;4.95;3
2017-09-04T01:40:00;1014.93;16.68;0;347.3;61.58;0;27.85;5.13;2.43
2017-09-04T01:50:00;1014.93;16.55;0;18.4;61.65;0;29.27;6.5;3.25
2017-09-04T02:00:00;1014.93;16.81;0;31.3;60.48;0;15.94;6.64;4.72
2017-09-04T02:10:00;1014.93;16.67;0;33.3;60.86;0;15.69;8.15;5.35
2017-09-04T02:20:00;1014.93;16.26;0;14.5;62.3;0;29.13;6.97;3.46
2017-09-04T02:30:00;1014.93;16.34;0;8.3;62.47;0;22.45;5.91;3.95
